iter	MultiClass
372	0.0406146232
373	0.04048285093
374	0.0403783521
375	0.04019451782
376	0.04009751252
377	0.03996470875
378	0.03980028638
379	0.03970217159
380	0.03959913915
381	0.03946754182
382	0.03934228628
383	0.03922601813
384	0.03913491415
385	0.0390499125
386	0.03890698087
387	0.03873547669
388	0.03861056159
389	0.03851692443
390	0.03839888355
391	0.03827871798
392	0.03817751277
393	0.03809516806
394	0.0378918167
395	0.03776485752
396	0.03761549859
397	0.03753027784
398	0.03739973138
399	0.03727661024
400	0.03714953611
401	0.03705896012
402	0.03694423945
403	0.03683264139
404	0.03671966584
405	0.03660327801
406	0.0365028004
407	0.03639255988
408	0.03629777175
409	0.03621753779
410	0.0361158636
411	0.03600948349
412	0.03588455805
413	0.03576175982
414	0.03567537707
415	0.03553920115
416	0.03542096999
417	0.0353161189
418	0.03522516244
419	0.03509822235
420	0.03497992903
421	0.03489258168
422	0.03479384425
423	0.0346499071
424	0.03456974865
425	0.03445164911
426	0.03433888226
427	0.03426961192
428	0.03414402173
429	0.03406758519
430	0.03397615943
431	0.03386952979
432	0.03379106401
433	0.03369015404
434	0.03356594456
435	0.03345224999
436	0.03336493311
437	0.03325352888
438	0.03317386232
439	0.03306702101
440	0.03295225231
441	0.03283041462
442	0.03274376051
443	0.03264097383
444	0.03255501284
445	0.03247184198
446	0.03240880512
447	0.03232381191
448	0.03222179114
449	0.03213419951
450	0.03206921983
451	0.03197501116
452	0.03189837209
453	0.03182898677
454	0.03175821473
455	0.03167349556
456	0.03158238819
457	0.03147526511
458	0.03135990391
459	0.03125217409
460	0.03116683856
461	0.0310983983
462	0.03104184611
463	0.0309411704
464	0.03083725295
465	0.03079072836
466	0.0306905271
467	0.03061529651
468	0.03052526511
469	0.03043573226
470	0.03035632021
471	0.03027464636
472	0.03018664781
473	0.03009918215
474	0.03001031328
475	0.02993969396
476	0.02985888488
477	0.02977042172
478	0.02968540622
479	0.0295983563
480	0.02951881593
481	0.02944228194
482	0.02935810932
483	0.02928891835
484	0.02921571424
485	0.0291217935
486	0.02903858354
487	0.02895395283
488	0.0288709942
489	0.02880587926
490	0.02874314977
491	0.0286615246
492	0.02860232499
493	0.02851671527
494	0.02844619373
495	0.02836813181
496	0.02831113474
497	0.02822915975
498	0.02814836916
499	0.02808465609
500	0.02801036517
501	0.02794029311
502	0.02787634987
503	0.02781588995
504	0.02773388032
505	0.02768076883
506	0.02759369401
507	0.0275297811
508	0.02744868292
509	0.02734433172
510	0.02729804296
511	0.02724548952
512	0.02717252918
513	0.02711020107
514	0.02702422058
515	0.02694917721
516	0.02686074418
517	0.02682397832
518	0.02675517111
519	0.02668975408
520	0.02663469886
521	0.02656799322
522	0.0265182811
523	0.02644368369
524	0.02638755687
525	0.02631917362
526	0.0262592357
527	0.02621539929
528	0.02614837623
529	0.02607227166
530	0.02601720224
531	0.02592194846
532	0.02585034417
533	0.02580805
534	0.02575211721
535	0.02566745709
536	0.02560326891
537	0.02553426347
538	0.02547287251
539	0.02540787407
540	0.02535919882
541	0.02531140881
542	0.02525516567
543	0.0252004815
544	0.0251278869
545	0.02507291156
546	0.02499690936
547	0.02492678343
548	0.02487054145
549	0.02479886828
550	0.02475582871
551	0.02469765356
552	0.02461414778
553	0.02453744177
554	0.02448028224
555	0.02442636854
556	0.02437184029
557	0.02433218297
558	0.02427741232
559	0.02423420329
560	0.0241910532
561	0.02413337361
562	0.02405686959
563	0.02398949996
564	0.02392561281
565	0.02388583914
566	0.02383006533
567	0.02378073397
568	0.02370970354
569	0.02365497852
570	0.02358894354
571	0.0235482248
572	0.02347000654
573	0.02340225935
574	0.02335527451
575	0.02328347002
576	0.02322101941
577	0.02318847713
578	0.02314269456
579	0.02308817973
580	0.0230355165
581	0.02298515618
582	0.02292277338
583	0.02286761058
584	0.02279792525
585	0.02275329187
586	0.02270847271
587	0.02264723699
588	0.02260985474
589	0.02257456235
590	0.0225271114
591	0.02247174536
592	0.02241608067
593	0.0223787907
594	0.02232250011
595	0.02227706218
596	0.02222558334
597	0.02218753011
598	0.02214754879
599	0.02210017231
600	0.0220334453
601	0.02198831436
602	0.02194303463
603	0.02190892473
604	0.02187306542
605	0.02183071536
606	0.02178464612
607	0.02173936595
608	0.02169403737
609	0.02164327809
610	0.02158813832
611	0.02153780791
612	0.02149569035
613	0.02145020854
614	0.02139813017
615	0.02135169429
616	0.02131297148
617	0.02127393995
618	0.02123521936
619	0.02118884707
620	0.0211395375
621	0.02108658193
622	0.02104208608
623	0.02100384608
624	0.02096087168
625	0.0209165
626	0.02085263797
627	0.02081295043
628	0.020750465
629	0.02071360153
630	0.02066726632
631	0.02063470515
632	0.02059985173
633	0.02055850231
634	0.02052571191
635	0.02048699082
636	0.02045031407
637	0.02040553122
638	0.02035142413
639	0.02032802289
640	0.02028283526
641	0.02023543677
642	0.02019363724
643	0.02013829493
644	0.02011443924
645	0.02005990625
646	0.02002724363
647	0.01998579986
648	0.0199521034
649	0.01991158965
650	0.01988896158
651	0.01985434462
652	0.01982751673
653	0.01979230404
654	0.01975583633
655	0.01970231337
656	0.01965551204
657	0.01961229099
658	0.01956561172
659	0.01952563642
660	0.0194894947
661	0.01945821092
662	0.01940093083
663	0.01934621693
664	0.01929961206
665	0.01925793822
666	0.0192170181
667	0.01918246158
668	0.01913823354
669	0.01910641666
670	0.01906524822
671	0.01902654
672	0.01898701648
673	0.01895283535
674	0.01891354024
675	0.01887911233
676	0.01883280912
677	0.018798947
678	0.01875660095
679	0.01871153607
680	0.01868556007
681	0.01864894958
682	0.01862280269
683	0.01858158682
684	0.01855126905
685	0.01852209428
686	0.01846984989
687	0.01843856088
688	0.0183978865
689	0.01836028895
690	0.01833691244
691	0.01829923954
692	0.01826831205
693	0.0182301533
694	0.01819516567
695	0.01815698881
696	0.01811829687
697	0.01809105371
698	0.01805590866
699	0.01802614564
700	0.01799588473
701	0.01796294965
702	0.01793026804
703	0.01790266091
704	0.01786710251
705	0.01784017294
706	0.01781033264
707	0.01777704759
708	0.01774055532
709	0.01771416942
710	0.01768133029
711	0.01765150863
712	0.01760813946
713	0.01758141849
714	0.01755552757
715	0.01752373368
716	0.01749151291
717	0.01745107352
718	0.01741799707
719	0.01738557703
720	0.01735360393
721	0.01732034467
722	0.01728552271
723	0.01725526913
724	0.01722663233
725	0.01720214441
726	0.01717924454
727	0.0171500795
728	0.01712662133
729	0.01709780131
730	0.01706828428
731	0.01704364716
732	0.01701078529
733	0.01698492297
734	0.01695570026
735	0.01693316701
736	0.01690328484
737	0.01687069169
738	0.01684554742
739	0.01680981216
740	0.01678151894
741	0.0167614351
742	0.01672248291
743	0.01669179758
744	0.01666335193
745	0.01663022657
746	0.01659792087
747	0.01657423695
748	0.01655574823
749	0.01653976263
750	0.01650896586
751	0.01648840517
752	0.01646122352
753	0.01643260679
754	0.01640358625
755	0.01637296185
756	0.01633721423
757	0.01631675217
758	0.01628608905
759	0.01625919518
760	0.01623057253
761	0.01620380219
762	0.01617064414
763	0.01614558217
764	0.01611867361
765	0.0160951847
766	0.01607302696
767	0.01604013942
768	0.01601735963
769	0.01598951091
770	0.01596534338
771	0.01592646094
772	0.01589274842
773	0.0158719969
774	0.01584228487
775	0.01582415382
776	0.01579115732
777	0.01576494419
778	0.01574087361
779	0.01571286817
780	0.01568924924
781	0.01566094269
782	0.01563090134
783	0.01559784908
784	0.01555653179
785	0.0155372307
786	0.01551057838
787	0.01548564411
788	0.01546193763
789	0.01543836213
790	0.01541050321
791	0.01538557036
792	0.01535861692
793	0.01533573656
794	0.01530253151
795	0.01527536406
796	0.01524844866
797	0.01522214878
798	0.0151857907
799	0.01515596973
